age,education,day,month,y
44,secondary,27,may,no
35,secondary,14,may,no
31,secondary,7,may,no
48,primary,28,aug,no
36,tertiary,21,may,no
32,secondary,20,apr,no
29,tertiary,13,may,yes
48,primary,6,aug,no
35,tertiary,2,jun,no
30,secondary,18,nov,no
36,tertiary,4,jun,no
37,primary,14,may,no
28,secondary,21,may,no
31,secondary,12,may,no
72,primary,24,apr,yes
26,secondary,14,may,no
50,secondary,11,aug,no
39,secondary,21,dec,no
39,secondary,6,aug,no
45,unknown,11,aug,no
39,tertiary,18,nov,no
59,primary,16,jul,no
32,tertiary,19,nov,yes
32,primary,26,may,no
34,secondary,3,feb,no
47,secondary,20,nov,no
39,secondary,5,may,no
34,secondary,8,may,no
54,secondary,19,may,no
43,secondary,19,aug,yes
33,secondary,17,apr,no
78,unknown,4,aug,no
39,primary,9,jun,no
51,primary,9,may,no
27,tertiary,22,sep,yes
28,secondary,12,may,no
31,secondary,13,may,no
57,secondary,8,aug,no
49,secondary,29,jul,no
29,primary,29,jan,no
32,tertiary,14,may,no
33,secondary,30,may,no
24,secondary,8,jul,yes
30,secondary,17,jun,no
38,tertiary,16,jun,no
58,secondary,14,aug,no
30,secondary,20,nov,no
28,tertiary,23,jul,yes
45,secondary,19,jun,no
36,secondary,13,may,yes
33,tertiary,20,nov,no
53,secondary,6,may,no
42,primary,9,may,no
29,secondary,13,may,yes
34,secondary,19,may,no
46,secondary,11,aug,no
40,tertiary,24,jul,no
48,secondary,20,aug,no
48,secondary,6,may,no
39,secondary,20,may,no
28,primary,2,jun,no
40,tertiary,6,may,yes
36,secondary,20,may,no
52,secondary,3,feb,no
26,secondary,10,aug,no
30,secondary,19,nov,yes
32,tertiary,19,nov,no
45,secondary,31,jul,no
50,primary,14,may,no
39,secondary,6,may,no
40,tertiary,8,aug,no
51,tertiary,29,jan,no
39,secondary,17,nov,no
49,tertiary,25,jun,yes
38,tertiary,13,may,no
52,secondary,30,may,no
57,secondary,30,jul,no
25,tertiary,7,sep,no
46,secondary,28,aug,no
38,secondary,9,jun,no
46,secondary,20,apr,no
32,tertiary,24,jul,no
50,tertiary,30,jan,no
78,unknown,14,apr,no
33,tertiary,25,may,no
60,unknown,1,feb,yes
35,primary,8,may,no
38,secondary,13,may,no
59,tertiary,8,jul,no
35,secondary,21,may,no
53,secondary,19,aug,no
36,tertiary,22,may,no
59,secondary,8,aug,no
38,tertiary,2,sep,yes
32,primary,4,feb,no
34,tertiary,19,aug,no
35,secondary,9,jun,no
59,primary,10,jul,no
26,secondary,2,jun,no
42,primary,19,may,no
44,secondary,6,apr,no
39,tertiary,7,may,no
59,tertiary,4,feb,no
33,tertiary,18,jun,no
49,secondary,28,jul,no
44,tertiary,26,aug,no
28,secondary,15,may,no
39,secondary,7,jul,no
51,secondary,22,jul,no
47,secondary,21,jul,no
59,secondary,20,may,no
26,secondary,24,jul,no
40,secondary,17,jun,no
50,secondary,22,jul,no
39,secondary,14,jul,no
47,tertiary,2,jun,no
43,secondary,13,may,no
74,tertiary,12,aug,no
51,secondary,25,aug,no
41,primary,8,may,no
50,unknown,7,aug,no
56,primary,13,may,no
58,tertiary,28,aug,no
44,secondary,14,may,yes
56,secondary,30,jul,no
29,secondary,2,jun,no
59,primary,22,jul,no
32,secondary,13,may,no
57,secondary,19,aug,no
34,secondary,7,jul,no
47,secondary,31,jul,no
47,primary,11,may,no
32,tertiary,5,may,no
42,unknown,7,jul,no
34,tertiary,17,apr,no
52,primary,22,aug,no
32,secondary,25,aug,no
52,secondary,28,jul,no
53,secondary,30,may,no
30,tertiary,28,jul,no
54,secondary,11,jun,no
44,secondary,4,feb,no
48,tertiary,13,aug,no
42,secondary,19,aug,no
31,tertiary,20,aug,no
44,tertiary,12,aug,no
31,secondary,20,nov,no
33,tertiary,13,aug,no
43,tertiary,13,may,no
31,unknown,3,feb,no
35,secondary,18,nov,no
39,secondary,29,aug,no
55,secondary,26,may,no
43,secondary,11,jul,no
37,secondary,17,jun,no
37,secondary,20,aug,no
35,tertiary,8,aug,no
52,tertiary,21,nov,no
31,tertiary,18,jul,no
59,tertiary,7,jul,no
32,tertiary,19,nov,no
41,secondary,29,jan,no
55,secondary,2,jun,no
51,secondary,28,jul,no
49,primary,4,jun,no
27,tertiary,21,jul,no
49,tertiary,8,apr,no
59,secondary,28,jan,no
35,tertiary,17,jul,no
54,secondary,10,jul,no
36,secondary,8,may,no
47,secondary,29,aug,no
33,secondary,28,jul,no
49,secondary,6,aug,no
29,secondary,14,may,no
35,tertiary,25,jul,no
54,secondary,14,may,no
35,secondary,25,jul,no
43,secondary,4,feb,no
27,secondary,28,may,no
36,secondary,27,may,no
46,secondary,13,may,no
25,tertiary,27,may,no
27,secondary,20,may,no
36,secondary,17,apr,no
46,secondary,23,may,no
46,secondary,12,aug,no
50,secondary,16,jul,yes
43,primary,3,jun,yes
58,secondary,14,aug,no
52,secondary,19,nov,no
56,secondary,3,jul,no
26,tertiary,26,may,no
46,secondary,22,jul,no
32,secondary,5,may,no
42,tertiary,19,nov,no
37,primary,2,jul,no
34,primary,19,may,no
35,tertiary,11,aug,yes
28,secondary,20,apr,no
58,tertiary,30,apr,yes
33,tertiary,19,nov,no
35,tertiary,11,may,no
51,secondary,6,may,no
57,secondary,21,aug,yes
26,secondary,16,sep,yes
52,tertiary,7,jul,no
33,secondary,6,may,no
29,tertiary,17,jul,yes
56,secondary,7,aug,no
53,secondary,28,aug,no
60,secondary,14,may,no
44,secondary,5,may,no
31,unknown,29,sep,no
34,tertiary,4,nov,no
60,secondary,3,aug,yes
33,tertiary,16,jul,no
34,secondary,17,apr,no
53,secondary,19,nov,no
35,secondary,18,nov,no
36,secondary,20,may,no
30,tertiary,4,mar,no
57,secondary,14,may,no
27,tertiary,25,jul,yes
42,secondary,19,jun,no
25,secondary,21,jul,no
25,secondary,27,may,yes
27,secondary,21,jul,no
35,unknown,16,jun,no
24,tertiary,14,may,yes
58,secondary,2,feb,no
54,tertiary,2,apr,no
30,secondary,27,apr,no
31,secondary,30,jan,no
33,secondary,7,apr,no
37,primary,15,may,no
38,secondary,6,may,no
33,secondary,25,aug,no
47,tertiary,31,jul,no
50,secondary,22,aug,no
31,tertiary,15,sep,yes
45,secondary,30,jul,no
49,primary,5,feb,no
27,tertiary,25,may,no
42,unknown,5,jun,no
32,secondary,16,apr,yes
32,secondary,8,may,no
37,tertiary,26,aug,no
32,secondary,6,may,no
52,secondary,22,mar,yes
53,primary,15,jul,no
27,secondary,9,may,no
32,tertiary,21,may,no
39,secondary,15,may,no
54,secondary,15,jul,no
48,primary,15,may,no
37,tertiary,28,aug,no
46,tertiary,4,jul,no
27,secondary,27,jul,no
41,secondary,18,nov,no
38,secondary,5,feb,yes
37,secondary,25,mar,yes
35,secondary,21,may,no
53,tertiary,2,feb,no
34,tertiary,21,may,no
33,secondary,18,may,no
43,secondary,17,nov,no
26,secondary,18,jul,no
30,tertiary,4,aug,no
56,tertiary,17,nov,no
35,secondary,18,nov,no
61,secondary,13,aug,yes
34,secondary,13,aug,no
30,secondary,19,nov,no
48,secondary,18,nov,no
39,secondary,22,jul,no
40,secondary,19,nov,yes
46,tertiary,14,may,no
38,secondary,31,jul,no
45,secondary,12,aug,no
46,secondary,19,nov,no
38,tertiary,2,nov,no
35,tertiary,18,feb,yes
29,secondary,18,may,no
35,secondary,17,apr,no
49,primary,4,jun,no
48,tertiary,8,may,no
44,primary,29,jul,no
32,secondary,11,jun,no
36,tertiary,26,may,no
45,primary,18,aug,no
36,secondary,20,nov,no
59,primary,29,jan,no
52,secondary,27,aug,no
33,tertiary,5,feb,no
35,unknown,6,jun,no
56,secondary,28,jul,no
40,secondary,17,jul,no
24,secondary,7,may,no
28,tertiary,21,oct,yes
43,secondary,22,aug,no
26,secondary,20,may,no
39,primary,12,may,no
31,secondary,22,jul,no
39,primary,31,jul,no
41,secondary,15,may,no
42,secondary,21,jul,no
33,tertiary,30,may,no
32,tertiary,19,aug,no
36,secondary,13,may,no
42,secondary,22,jul,no
42,secondary,27,may,no
44,secondary,17,nov,no
43,secondary,30,jul,no
28,tertiary,5,jun,no
47,tertiary,6,feb,no
52,secondary,14,jul,no
36,secondary,30,jul,no
57,primary,28,jun,no
42,secondary,30,may,yes
32,secondary,6,jun,no
39,primary,5,jun,no
60,secondary,28,jul,no
42,secondary,15,jul,yes
32,tertiary,29,jan,no
29,tertiary,28,jul,no
26,unknown,30,apr,no
36,tertiary,11,may,no
44,secondary,8,may,no
37,primary,29,jan,no
30,tertiary,21,aug,no
29,secondary,28,jul,no
50,tertiary,15,sep,yes
58,primary,7,jul,no
30,tertiary,12,aug,no
34,secondary,5,aug,yes
47,secondary,26,may,no
34,primary,21,may,yes
39,tertiary,6,aug,no
33,tertiary,20,nov,no
32,tertiary,15,may,no
35,secondary,22,aug,no
52,secondary,16,may,no
35,secondary,26,may,no
41,primary,28,jan,no
40,primary,4,feb,no
58,tertiary,28,jan,no
71,secondary,30,jul,yes
34,secondary,28,jul,no
58,secondary,6,feb,no
86,primary,14,oct,no
39,tertiary,9,apr,no
51,primary,7,jul,no
36,secondary,20,apr,no
37,tertiary,23,may,no
39,secondary,2,sep,no
58,tertiary,29,may,no
31,secondary,17,apr,no
32,tertiary,22,oct,yes
40,secondary,9,may,yes
30,secondary,14,aug,no
35,tertiary,21,may,no
26,secondary,21,jul,yes
34,primary,12,may,no
45,secondary,6,apr,no
22,secondary,3,jun,no
34,tertiary,7,aug,yes
57,secondary,7,may,no
57,tertiary,21,nov,no
48,tertiary,15,may,no
41,unknown,5,may,no
26,secondary,9,jul,yes
33,secondary,15,mar,no
60,primary,26,aug,no
46,tertiary,31,jul,no
34,secondary,30,jan,no
34,tertiary,14,aug,yes
43,secondary,8,may,no
33,secondary,20,nov,no
57,secondary,19,jun,no
42,unknown,13,may,no
34,tertiary,11,may,no
39,primary,11,jul,no
48,secondary,18,may,no
35,secondary,26,may,no
32,secondary,20,apr,no
27,primary,20,apr,no
27,secondary,15,may,yes
34,tertiary,12,aug,no
58,secondary,30,may,no
34,secondary,8,may,no
39,primary,5,feb,no
25,tertiary,26,may,no
44,primary,15,may,no
40,tertiary,17,jul,no
33,tertiary,21,aug,no
60,secondary,4,may,no
38,tertiary,12,may,no
32,tertiary,8,aug,no
58,tertiary,5,may,no
72,tertiary,1,feb,no
31,secondary,13,may,no
30,secondary,4,sep,yes
32,secondary,23,may,no
27,tertiary,26,jun,yes
36,secondary,26,may,no
31,secondary,19,may,no
33,tertiary,13,may,yes
25,secondary,28,may,no
44,secondary,20,nov,no
51,secondary,22,aug,no
36,primary,4,jul,no
34,secondary,29,aug,no
30,secondary,17,apr,no
25,primary,9,jun,no
33,secondary,4,may,no
36,secondary,25,jul,no
42,tertiary,13,aug,no
46,primary,15,may,no
49,secondary,18,aug,no
60,primary,29,jul,yes
35,primary,2,feb,no
28,secondary,25,jul,no
46,secondary,19,nov,no
48,secondary,4,may,yes
53,secondary,24,nov,no
38,secondary,6,jun,no
37,secondary,8,may,no
77,secondary,11,feb,yes
26,tertiary,18,may,no
41,tertiary,23,may,no
47,primary,2,jun,no
35,secondary,25,aug,no
31,tertiary,9,feb,no
32,tertiary,31,jul,no
32,secondary,28,jul,no
83,primary,2,feb,no
31,secondary,20,may,no
57,secondary,2,jun,no
59,unknown,30,apr,no
34,secondary,6,may,no
41,primary,5,may,no
55,unknown,11,may,no
40,tertiary,29,jan,no
55,unknown,15,may,no
32,tertiary,28,jul,no
43,secondary,28,aug,no
57,secondary,12,aug,yes
39,tertiary,2,jun,no
57,secondary,17,nov,no
51,secondary,22,jul,no
35,secondary,5,may,yes
36,secondary,25,oct,no
53,secondary,16,jun,no
44,secondary,20,may,no
49,primary,29,jan,yes
35,tertiary,21,nov,no
40,tertiary,8,may,no
36,secondary,20,may,no
35,tertiary,18,nov,no
41,secondary,15,may,no
27,secondary,8,may,no
28,secondary,21,jul,no
40,unknown,20,may,no
29,secondary,8,may,no
43,tertiary,20,aug,no
35,tertiary,22,aug,no
49,tertiary,14,may,no
32,tertiary,5,feb,yes
61,secondary,6,sep,no
38,tertiary,23,jul,no
38,secondary,21,may,yes
33,unknown,20,nov,no
37,tertiary,22,aug,no
35,primary,20,jun,no
41,unknown,22,jul,yes
30,primary,9,feb,no
44,secondary,14,may,no
54,primary,20,nov,no
47,tertiary,30,oct,no
36,secondary,9,may,no
54,tertiary,19,nov,no
41,secondary,14,may,no
27,secondary,12,jun,yes
47,secondary,20,aug,no
51,tertiary,6,may,no
49,primary,25,jul,yes
36,tertiary,18,aug,no
22,secondary,6,may,no
34,tertiary,8,aug,no
37,primary,6,may,no
40,secondary,6,may,no
54,primary,23,jul,no
50,secondary,14,jan,no
66,secondary,14,jun,yes
49,primary,13,may,no
43,tertiary,7,jul,no
45,secondary,19,jun,no
26,secondary,10,jul,yes
54,unknown,29,oct,yes
46,secondary,21,jul,no
77,unknown,20,oct,yes
71,tertiary,12,aug,no
33,tertiary,21,may,no
34,primary,30,apr,yes
43,secondary,11,jun,no
30,secondary,2,nov,no
30,secondary,10,jul,no
35,unknown,2,mar,no
38,secondary,27,may,no
53,unknown,5,aug,no
58,secondary,18,may,no
33,secondary,4,may,yes
58,primary,30,nov,no
46,secondary,1,jun,no
37,secondary,31,jul,no
33,tertiary,29,aug,no
30,secondary,29,jan,no
35,tertiary,26,mar,no
49,secondary,7,may,no
49,secondary,25,jul,no
41,secondary,16,jun,no
32,secondary,29,jan,no
73,secondary,31,aug,no
37,tertiary,13,may,yes
41,tertiary,29,jan,no
34,secondary,24,jun,no
37,secondary,20,nov,no
33,secondary,29,jul,no
40,tertiary,4,may,no
40,secondary,28,jul,no
34,secondary,5,feb,yes
37,secondary,20,jun,no
51,secondary,17,nov,no
32,tertiary,13,aug,no
27,secondary,19,may,no
39,secondary,5,may,no
34,tertiary,18,may,no
45,secondary,9,jul,no
49,primary,7,may,no
41,secondary,9,may,no
29,secondary,28,jan,no
33,secondary,4,may,yes
57,primary,5,jun,no
31,secondary,15,may,yes
32,tertiary,2,feb,no
33,secondary,9,may,no
59,secondary,6,jun,no
25,secondary,7,apr,yes
32,tertiary,18,nov,no
31,primary,28,jul,no
27,primary,9,jul,yes
48,secondary,10,jul,no
35,tertiary,18,nov,no
35,secondary,14,may,no
42,tertiary,8,jul,no
31,tertiary,18,nov,no
32,tertiary,30,apr,no
50,primary,20,jun,no
30,secondary,2,feb,no
28,secondary,17,dec,yes
45,primary,5,jun,yes
59,unknown,31,jul,no
28,secondary,28,jan,no
37,tertiary,21,nov,no
47,tertiary,7,may,no
83,primary,16,oct,no
30,unknown,5,feb,no
54,primary,8,jul,no
25,secondary,24,may,yes
33,secondary,13,aug,yes
56,primary,9,jun,no
49,tertiary,5,may,no
31,tertiary,15,may,no
34,secondary,12,may,no
38,secondary,19,may,no
43,secondary,6,feb,no
31,tertiary,11,aug,no
40,tertiary,8,may,no
37,tertiary,17,jun,no
42,secondary,6,feb,no
36,secondary,27,may,no
36,primary,20,jun,no
30,secondary,19,nov,no
47,tertiary,14,may,no
33,secondary,9,may,no
28,tertiary,29,may,no
36,secondary,13,may,no
32,tertiary,29,jul,yes
34,secondary,20,nov,no
56,tertiary,7,may,no
33,secondary,5,feb,no
30,unknown,19,nov,no
48,secondary,12,may,no
39,secondary,5,jun,no
25,secondary,3,jul,yes
50,secondary,4,jun,no
34,primary,18,may,no
36,secondary,8,apr,yes
32,secondary,6,aug,no
29,secondary,24,aug,no
51,tertiary,18,aug,no
46,secondary,10,jul,no
37,secondary,6,aug,no
43,tertiary,7,aug,no
53,secondary,8,may,no
59,secondary,17,nov,no
32,secondary,16,nov,yes
39,secondary,30,may,no
55,secondary,28,aug,no
35,secondary,9,jun,no
27,primary,22,jul,no
54,secondary,20,apr,yes
31,secondary,8,aug,no
50,secondary,5,feb,no
37,primary,21,nov,no
36,tertiary,14,jul,no
37,secondary,6,jun,no
55,secondary,26,aug,no
37,secondary,4,may,no
27,secondary,2,jun,no
29,secondary,14,jul,no
26,tertiary,22,may,no
52,tertiary,29,aug,no
42,secondary,11,jun,no
43,primary,28,may,no
45,tertiary,21,nov,no
36,secondary,5,jun,no
37,tertiary,2,feb,no
42,secondary,19,aug,no
28,secondary,3,jun,no
45,secondary,3,jun,no
36,secondary,16,jul,no
47,tertiary,5,jun,no
54,secondary,3,feb,no
52,primary,7,aug,no
41,secondary,11,jun,no
28,tertiary,26,may,yes
44,tertiary,9,jun,no
38,secondary,7,may,no
46,primary,12,may,no
43,secondary,22,aug,no
37,tertiary,7,may,no
37,secondary,4,feb,no
39,secondary,19,nov,no
42,secondary,9,jul,no
35,tertiary,29,jan,no
50,primary,9,jun,no
37,secondary,4,jun,no
33,tertiary,21,may,no
39,tertiary,24,jul,no
43,tertiary,4,aug,no
40,secondary,13,may,no
41,secondary,21,jul,no
70,primary,15,nov,no
33,secondary,8,may,no
23,secondary,11,aug,no
36,secondary,22,may,no
40,secondary,16,may,no
47,secondary,6,feb,no
44,tertiary,16,oct,yes
53,primary,12,may,no
32,secondary,20,apr,no
48,tertiary,24,aug,yes
36,secondary,2,oct,no
28,tertiary,30,jan,no
47,secondary,31,jul,no
49,secondary,20,jun,no
40,secondary,21,dec,no
30,tertiary,5,feb,no
45,tertiary,25,aug,no
49,secondary,21,aug,no
34,tertiary,18,aug,no
24,secondary,16,apr,no
44,secondary,20,jun,no
55,secondary,5,may,no
34,secondary,26,may,no
47,secondary,9,jun,no
27,tertiary,18,jul,no
34,secondary,19,may,no
39,primary,9,jul,no
32,tertiary,5,feb,no
60,primary,6,oct,no
36,tertiary,2,jun,no
35,secondary,17,nov,no
26,secondary,15,may,no
31,primary,28,aug,no
50,primary,14,oct,yes
40,tertiary,30,jan,no
36,secondary,8,aug,yes
61,secondary,29,oct,no
27,tertiary,30,jan,no
43,tertiary,20,jun,no
44,secondary,5,feb,no
51,primary,7,aug,no
34,tertiary,17,nov,no
29,secondary,7,may,no
25,secondary,8,may,no
20,unknown,29,dec,yes
42,primary,9,may,no
49,tertiary,21,nov,no
26,tertiary,29,jan,no
33,secondary,13,may,no
55,secondary,29,jul,no
42,tertiary,31,jul,no
55,tertiary,6,aug,no
36,secondary,6,jun,no
50,tertiary,5,aug,yes
51,secondary,16,may,no
36,primary,21,nov,no
48,secondary,30,apr,no
51,unknown,11,jun,no
41,secondary,15,may,no
50,secondary,20,jun,yes
50,primary,16,jun,no
37,primary,9,jun,no
48,tertiary,26,jan,no
58,primary,28,jan,no
53,primary,31,jul,no
54,secondary,11,aug,no
42,secondary,11,may,no
35,tertiary,21,may,no
36,tertiary,3,jun,no
43,secondary,26,may,no
72,secondary,16,apr,no
52,secondary,12,jun,no
45,secondary,17,nov,no
80,unknown,10,aug,no
60,secondary,29,jan,no
37,secondary,17,apr,no
32,primary,11,aug,no
40,secondary,28,jul,yes
31,tertiary,26,aug,no
56,secondary,9,feb,no
41,secondary,5,jun,no
29,secondary,21,may,no
42,secondary,18,jun,no
32,secondary,21,aug,no
35,secondary,27,may,no
53,secondary,19,may,no
21,secondary,26,may,no
44,secondary,22,jul,no
41,secondary,18,nov,no
23,secondary,27,may,no
25,secondary,7,dec,no
39,primary,28,may,no
25,primary,10,jul,yes
40,tertiary,28,jan,no
32,tertiary,21,may,no
59,tertiary,20,jun,no
31,secondary,12,may,no
47,secondary,9,jun,no
42,secondary,15,may,no
58,secondary,7,may,no
36,secondary,14,may,no
49,secondary,28,aug,no
45,secondary,2,jun,no
33,tertiary,20,nov,no
39,secondary,30,jul,no
55,tertiary,15,may,no
42,secondary,31,jul,no
29,secondary,20,apr,no
35,tertiary,22,aug,no
37,secondary,18,may,no
50,secondary,19,may,no
21,unknown,1,jun,no
59,unknown,5,jun,no
35,unknown,5,may,no
46,secondary,19,aug,no
59,secondary,19,oct,no
35,secondary,30,may,no
50,unknown,20,jun,no
46,secondary,11,may,no
34,tertiary,21,aug,no
33,secondary,2,jun,no
39,tertiary,8,may,no
39,tertiary,7,may,no
30,primary,17,jul,no
41,secondary,11,may,no
38,primary,20,jun,no
43,primary,12,may,no
69,tertiary,4,nov,no
59,secondary,28,jan,yes
30,tertiary,16,may,no
46,primary,17,jun,no
49,secondary,5,aug,yes
46,secondary,14,may,no
45,secondary,30,jan,no
32,tertiary,11,may,no
34,tertiary,5,feb,yes
36,tertiary,20,may,no
28,secondary,23,jul,no
69,secondary,4,sep,no
33,tertiary,16,nov,no
36,tertiary,22,jul,no
33,secondary,18,may,no
30,secondary,7,dec,yes
41,secondary,8,may,no
29,secondary,6,may,no
27,secondary,15,jul,no
41,primary,10,jul,no
36,tertiary,17,apr,no
52,primary,20,jun,no
39,tertiary,9,feb,yes
32,tertiary,7,aug,no
30,tertiary,20,nov,no
31,primary,8,may,no
39,tertiary,14,may,yes
35,tertiary,4,may,yes
30,secondary,15,may,no
44,secondary,11,jul,no
49,secondary,9,dec,yes
42,secondary,5,may,no
29,secondary,30,apr,no
46,tertiary,4,aug,no
51,secondary,23,jul,yes
41,primary,6,jun,no
58,unknown,5,may,no
43,primary,12,may,no
28,secondary,15,may,no
42,primary,20,apr,no
50,tertiary,24,jul,no
39,tertiary,29,oct,no
37,tertiary,21,nov,no
40,secondary,11,aug,no
29,primary,4,jul,no
29,secondary,28,may,no
38,tertiary,28,jun,yes
42,primary,8,may,no
35,secondary,28,may,no
57,primary,18,aug,no
27,primary,11,may,no
39,secondary,29,jan,no
35,secondary,7,may,no
57,secondary,27,aug,no
27,secondary,18,may,no
36,secondary,4,jul,no
59,unknown,20,jun,no
26,tertiary,6,feb,no
32,tertiary,20,nov,no
28,secondary,28,may,no
35,tertiary,22,aug,no
42,secondary,28,may,no
32,tertiary,30,apr,yes
29,secondary,4,jun,no
48,primary,17,jun,no
46,tertiary,31,jul,no
45,unknown,21,apr,yes
39,tertiary,29,aug,no
34,tertiary,11,aug,no
40,secondary,15,may,no
39,secondary,12,may,yes
32,secondary,3,feb,no
33,secondary,2,feb,no
38,secondary,22,aug,no
34,secondary,28,aug,yes
37,secondary,15,jul,no
38,tertiary,11,jul,no
42,secondary,7,may,no
45,secondary,25,may,no
40,secondary,28,aug,no
50,secondary,17,jul,no
31,secondary,15,may,no
35,secondary,2,feb,no
61,primary,25,nov,yes
30,tertiary,24,apr,yes
35,secondary,6,may,no
29,tertiary,6,may,no
31,tertiary,13,aug,yes
56,unknown,20,jun,no
33,tertiary,8,aug,no
40,primary,14,may,no
47,secondary,9,jul,no
48,secondary,7,may,no
44,primary,7,may,yes
32,primary,20,may,no
30,secondary,20,oct,yes
25,tertiary,27,may,no
45,secondary,5,feb,no
33,tertiary,29,may,no
43,tertiary,18,aug,no
56,tertiary,20,jun,yes
36,tertiary,21,nov,no
58,secondary,3,jul,no
36,secondary,18,jun,no
41,secondary,29,jan,no
40,secondary,12,may,no
33,secondary,17,apr,no
30,unknown,6,jun,no
30,primary,20,nov,no
32,secondary,11,oct,no
28,secondary,7,may,no
37,primary,8,may,no
51,primary,28,may,no
46,primary,22,aug,no
32,tertiary,28,may,no
54,secondary,20,oct,yes
57,primary,11,feb,no
41,secondary,30,may,no
30,secondary,19,nov,yes
53,tertiary,4,feb,no
47,primary,19,may,no
34,unknown,16,nov,no
34,secondary,18,may,no
35,tertiary,25,aug,no
51,secondary,20,jun,no
46,secondary,7,aug,no
52,secondary,19,nov,no
38,primary,13,may,yes
36,tertiary,18,jun,no
59,unknown,17,nov,no
34,primary,13,may,no
34,tertiary,20,apr,yes
34,tertiary,28,aug,no
52,tertiary,20,apr,no
30,primary,15,may,no
35,unknown,4,jun,no
32,secondary,11,jul,yes
43,primary,14,may,no
55,unknown,20,may,no
33,tertiary,21,may,no
35,secondary,5,may,no
37,tertiary,7,may,no
42,tertiary,4,jul,no
49,tertiary,20,nov,no
45,secondary,11,aug,no
31,secondary,5,jun,no
30,tertiary,19,aug,no
46,secondary,31,jul,no
57,tertiary,6,may,no
52,tertiary,19,oct,no
36,secondary,8,may,no
57,unknown,23,oct,yes
37,primary,21,may,no
32,secondary,14,jan,yes
27,secondary,25,jan,no
38,secondary,14,jul,yes
35,tertiary,31,jul,no
44,primary,22,jul,no
35,tertiary,5,feb,no
43,tertiary,27,jun,no
23,primary,15,may,no
31,tertiary,30,apr,yes
26,secondary,31,may,no
54,tertiary,6,jun,no
37,secondary,7,may,no
